Tw, K	dTliq, K	P, atm.	Ts, K	L, m	Rw, kg/m3	Cw, J/kg/K	Kw, W/m/K	Rl, kg/m3	Cl, J/kg/K	Kl, W/m/K	Ll, Pa*sec	Q, N/m	dH, J/kg	Tlim, K
4,757080E+2	3,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,470245E+2	3,334517E+3	1,591917E-1	4,184909E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,901210E+2	4,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,417754E+2	3,378918E+3	1,581184E-1	3,904674E-4	1,116660E-2	7,942732E+5	4,562853E+2
5,065980E+2	5,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,373977E+2	3,414844E+3	1,572200E-1	3,693075E-4	1,032433E-2	7,761304E+5	4,572756E+2
7,356770E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,111230E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,090880E+2	4,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,632996E+2	4,209924E+3	6,769515E-1	2,962971E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,250200E+2	6,319933E+1	3,000000E+0	4,063593E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,586928E+2	4,217858E+3	6,797453E-1	2,763579E-4	5,226090E-2	2,167562E+6	5,641295E+2
5,785520E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,021350E+2	3,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,598659E+2	4,215799E+3	6,791038E-1	2,810810E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,114290E+2	3,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,598659E+2	4,215799E+3	6,791038E-1	2,810810E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,352480E+2	5,319933E+1	3,000000E+0	4,063593E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,550400E+2	4,224430E+3	6,814725E-1	2,629440E-4	5,226090E-2	2,167562E+6	5,641295E+2
5,430700E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,094770E+2	2,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,562672E+2	4,222195E+3	6,809355E-1	2,672485E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,311700E+2	4,319933E+1	3,000000E+0	4,063593E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,512262E+2	4,231546E+3	6,828897E-1	2,506903E-4	5,226090E-2	2,167562E+6	5,641295E+2
4,509790E+2	4,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,828507E+2	2,963538E+3	1,666870E-1	7,516054E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,704480E+2	6,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,743003E+2	3,066933E+3	1,648167E-1	6,379688E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,735360E+2	7,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,683917E+2	3,131805E+3	1,635722E-1	5,758231E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,864900E+2	8,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,637166E+2	3,179964E+3	1,626039E-1	5,336815E-4	1,116660E-2	7,942732E+5	4,562853E+2
4,985650E+2	9,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,597735E+2	3,218704E+3	1,617942E-1	5,020563E-4	1,032433E-2	7,761304E+5	4,572756E+2
4,248300E+2	2,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,736562E+2	3,074243E+3	1,646796E-1	6,306375E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,572010E+2	4,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,643832E+2	3,173253E+3	1,627413E-1	5,393620E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,824230E+2	5,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,580337E+2	3,235306E+3	1,614382E-1	4,890923E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,880580E+2	6,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,530458E+2	3,281414E+3	1,604200E-1	4,548548E-4	1,116660E-2	7,942732E+5	4,562853E+2
4,984690E+2	7,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,488631E+2	3,318569E+3	1,595670E-1	4,290784E-4	1,032433E-2	7,761304E+5	4,572756E+2
4,245370E+2	7,707187E+0	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,636886E+2	3,180246E+3	1,625981E-1	5,334450E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,456370E+2	2,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,537550E+2	3,274985E+3	1,605647E-1	4,594770E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,753470E+2	3,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,470245E+2	3,334517E+3	1,591917E-1	4,184909E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,802500E+2	4,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,417754E+2	3,378918E+3	1,581184E-1	3,904674E-4	1,116660E-2	7,942732E+5	4,562853E+2
4,937270E+2	5,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,373977E+2	3,414844E+3	1,572200E-1	3,693075E-4	1,032433E-2	7,761304E+5	4,572756E+2
7,180790E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
7,746920E+2	5,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,665662E+2	4,204559E+3	6,744698E-1	3,130998E-4	5,497318E-2	2,207031E+6	5,637482E+2
5,914160E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,240940E+2	3,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,598659E+2	4,215799E+3	6,791038E-1	2,810810E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,360970E+2	5,319933E+1	3,000000E+0	4,063593E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,550400E+2	4,224430E+3	6,814725E-1	2,629440E-4	5,226090E-2	2,167562E+6	5,641295E+2
6,519160E+2	6,331042E+1	4,000000E+0	4,164704E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,511829E+2	4,231628E+3	6,829038E-1	2,505601E-4	5,015507E-2	2,135895E+6	5,645108E+2
5,405190E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,119390E+2	2,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,562672E+2	4,222195E+3	6,809355E-1	2,672485E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,251520E+2	4,319933E+1	3,000000E+0	4,063593E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,512262E+2	4,231546E+3	6,828897E-1	2,506903E-4	5,226090E-2	2,167562E+6	5,641295E+2
6,357030E+2	5,331042E+1	4,000000E+0	4,164704E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,472103E+2	4,239318E+3	6,840152E-1	2,393382E-4	5,015507E-2	2,135895E+6	5,645108E+2
6,308580E+2	6,160468E+1	5,000000E+0	4,247647E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,437995E+2	4,246148E+3	6,847129E-1	2,307187E-4	4,839940E-2	2,108875E+6	5,648921E+2
4,367140E+2	5,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,871529E+2	2,906510E+3	1,676757E-1	8,232133E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,573970E+2	7,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,789698E+2	3,012000E+3	1,658252E-1	6,959336E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,746260E+2	8,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,732963E+2	3,078302E+3	1,646031E-1	6,266043E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,852660E+2	9,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,687930E+2	3,127548E+3	1,636559E-1	5,797063E-4	1,116660E-2	7,942732E+5	4,562853E+2
4,924010E+2	1,051890E+2	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,649843E+2	3,167158E+3	1,628654E-1	5,445741E-4	1,032433E-2	7,761304E+5	4,572756E+2
4,416830E+2	4,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,828507E+2	2,963538E+3	1,666870E-1	7,516054E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,710680E+2	6,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,743003E+2	3,066933E+3	1,648167E-1	6,379688E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,868110E+2	7,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,683917E+2	3,131805E+3	1,635722E-1	5,758231E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,982170E+2	8,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,637166E+2	3,179964E+3	1,626039E-1	5,336815E-4	1,116660E-2	7,942732E+5	4,562853E+2
5,078930E+2	9,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,597735E+2	3,218704E+3	1,617942E-1	5,020563E-4	1,032433E-2	7,761304E+5	4,572756E+2
4,342790E+2	1,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,687660E+2	3,127835E+3	1,636502E-1	5,794433E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,695560E+2	3,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,591521E+2	3,224667E+3	1,616669E-1	4,973603E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,791230E+2	4,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,526036E+2	3,285404E+3	1,603298E-1	4,520112E-4	1,221985E-2	8,156802E+5	4,552949E+2
5,017620E+2	5,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,474781E+2	3,330602E+3	1,592843E-1	4,210635E-4	1,116660E-2	7,942732E+5	4,562853E+2
5,105800E+2	6,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,431923E+2	3,367086E+3	1,584085E-1	3,977293E-4	1,032433E-2	7,761304E+5	4,572756E+2
5,006020E+2	4,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,417754E+2	3,378918E+3	1,581184E-1	3,904674E-4	1,116660E-2	7,942732E+5	4,562853E+2
5,047000E+2	5,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,373977E+2	3,414844E+3	1,572200E-1	3,693075E-4	1,032433E-2	7,761304E+5	4,572756E+2
4,759170E+2	3,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,470245E+2	3,334517E+3	1,591917E-1	4,184909E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,598740E+2	2,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,537550E+2	3,274985E+3	1,605647E-1	4,594770E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,343140E+2	7,707187E+0	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,636886E+2	3,180246E+3	1,625981E-1	5,334450E-4	1,587337E-2	8,791950E+5	4,533142E+2
7,542030E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
7,085270E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,616510E+2	5,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,665662E+2	4,204559E+3	6,744698E-1	3,130998E-4	5,497318E-2	2,207031E+6	5,637482E+2
5,896770E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,271150E+2	4,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,632996E+2	4,209924E+3	6,769515E-1	2,962971E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,519260E+2	4,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,632996E+2	4,209924E+3	6,769515E-1	2,962971E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,074100E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,511270E+2	5,319933E+1	3,000000E+0	4,063593E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,550400E+2	4,224430E+3	6,814725E-1	2,629440E-4	5,226090E-2	2,167562E+6	5,641295E+2
6,323030E+2	6,331042E+1	4,000000E+0	4,164704E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,511829E+2	4,231628E+3	6,829038E-1	2,505601E-4	5,015507E-2	2,135895E+6	5,645108E+2
5,734860E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,144590E+2	3,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,598659E+2	4,215799E+3	6,791038E-1	2,810810E-4	5,497318E-2	2,207031E+6	5,637482E+2
5,389940E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,421520E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,007590E+2	2,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,562672E+2	4,222195E+3	6,809355E-1	2,672485E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,099980E+2	4,319933E+1	3,000000E+0	4,063593E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,512262E+2	4,231546E+3	6,828897E-1	2,506903E-4	5,226090E-2	2,167562E+6	5,641295E+2
6,233540E+2	5,331042E+1	4,000000E+0	4,164704E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,472103E+2	4,239318E+3	6,840152E-1	2,393382E-4	5,015507E-2	2,135895E+6	5,645108E+2
6,346890E+2	6,160468E+1	5,000000E+0	4,247647E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,437995E+2	4,246148E+3	6,847129E-1	2,307187E-4	4,839940E-2	2,108875E+6	5,648921E+2
8,268730E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
8,396510E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
7,587810E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,572720E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
7,041960E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,409860E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,357300E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,362000E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,526790E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,594910E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,521830E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,701160E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,005710E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,726260E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,459520E+2	4,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,617610E+2	4,212528E+3	6,779691E-1	2,892041E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,649380E+2	4,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,617610E+2	4,212528E+3	6,779691E-1	2,892041E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,474090E+2	4,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	7,149860E+3	6,345912E+2	1,608807E+1	9,617610E+2	4,212528E+3	6,779691E-1	2,892041E-4	5,900277E-2	2,262707E+6	5,633670E+2
4,743400E+2	7,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,952018E+2	2,789551E+3	1,696562E-1	9,946132E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,772690E+2	7,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,952018E+2	2,789551E+3	1,696562E-1	9,946132E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,659970E+2	7,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,952018E+2	2,789551E+3	1,696562E-1	9,946132E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,680470E+2	7,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,952018E+2	2,789551E+3	1,696562E-1	9,946132E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,708530E+2	7,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,952018E+2	2,789551E+3	1,696562E-1	9,946132E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,672490E+2	6,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,912657E+2	2,848474E+3	1,686630E-1	9,037466E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,593710E+2	6,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,912657E+2	2,848474E+3	1,686630E-1	9,037466E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,619500E+2	6,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,912657E+2	2,848474E+3	1,686630E-1	9,037466E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,667160E+2	6,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,912657E+2	2,848474E+3	1,686630E-1	9,037466E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,684170E+2	6,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,912657E+2	2,848474E+3	1,686630E-1	9,037466E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,596640E+2	5,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,871529E+2	2,906510E+3	1,676757E-1	8,232133E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,671070E+2	5,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,871529E+2	2,906510E+3	1,676757E-1	8,232133E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,648700E+2	5,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,871529E+2	2,906510E+3	1,676757E-1	8,232133E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,646990E+2	5,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,871529E+2	2,906510E+3	1,676757E-1	8,232133E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,580360E+2	5,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,871529E+2	2,906510E+3	1,676757E-1	8,232133E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,583960E+2	4,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,828507E+2	2,963538E+3	1,666870E-1	7,516054E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,587850E+2	4,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,828507E+2	2,963538E+3	1,666870E-1	7,516054E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,573800E+2	4,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,828507E+2	2,963538E+3	1,666870E-1	7,516054E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,598010E+2	4,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,828507E+2	2,963538E+3	1,666870E-1	7,516054E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,553060E+2	4,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,828507E+2	2,963538E+3	1,666870E-1	7,516054E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,519700E+2	3,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,783523E+2	3,019468E+3	1,656902E-1	6,877444E-4	1,587337E-2	8,791950E+5	4,533142E+2
